course;review;rate
Entrenamiento completo en Data Science con Python 2021;El aprendizaje de infografia asociada a la ciencia de datos  no la teni clara  ahora tengo mayor conocimiento y puedo seguir un flujo correcto de identificacion de datos   herramientas y metodologias a seguir para cumplir mis objetivos;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy completo el curso  y está muy bien explicado. A veces siento que va un poco rápido  creo que es adecuado ya que hay muchas fórmulas en el curso. Sin embargo  creo que lo mejor del curso es que se enseña a analizar los resultado que se tienen de una manera crítica y enfocada a negocios.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente!!! Gracias por publicarlo!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente el material del curso y la claridad de los conceptos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Ha sido una excelente opción para empezar sin conocimientos previos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;¡Un excelente curso! lo recomiendo ampliamente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;I like this course  the explanation is very good.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy buena;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;En lo que va del curs o estoy muy conforme;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento ha sido muy dinámico y con una explicación entendible.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Una sorpresa encontrarme con un curso tan didáctico de un tema que tiene su complejidad;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente el curso. Si bien lo estoy desmenuzando  es muy concreto y fácil de entender;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Estoy aun en espera de ver si es lo que esperaba aprender.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buena elección  los temas hasta ahora son claros;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Explica con gran pedagogía y total ilustración;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buenas explicaciones y los ejemplos ayudan a entender el tema;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;No conocía la diferencia entre estas 2 definiciones  ahora si;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Explicación clara y dinámica...;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente el curso  muy completo y comprensible.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Lo visto en este curso son precisamente en las actividades que requiero desarrollar mi habilidad. Muy buena eleccción.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Explicado con mucho detalle  excelente forma de explicar;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso introductorio al mundo DATA SCIENCE.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Por el momento  el interés sobre el curso es bastante bukeno;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Por ahora creo que sí  veremos como sigue más adelante.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Los videos y la explicación dada resultan bastante didácticos y fácilmente digeribles;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy activa y capta la atención rapidamente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Estoy iniciando este curso y he encontrado una buena metodología para mantenerme atento gracias a la infografía clara y a un buen manejo de tono en como se desarrollan las temáticas.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta ahora ha sido una excelente elección!;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen material  bien explicado y dinámico;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy simple y muy teórico;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora ha sido muy claro;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;No podria decirlo por el momento solo he visto dos videos  pero podrian ser mas cortos y explicar esto un poco mas rapido.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;muy bueno;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;todavia no voy miuhco;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Los videos estan bien explicados y el material grafico es bueno.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me ha ayudado a aclarar muchos puntos en cuanto al análisis y análitica de datos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Apenas comenzando el curso las espectativas son muy altas debido a la claridad con que se explican los conceptos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Porque es bien explícito el contenido  y permite aprender de forma rápida y segura usando quiz cortos y precisos!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  hasta ahora el curso está muy bien explicado y me motiva a seguir con las siguientes lecciones :D;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es sencillo y ameno. Y ofrece una visión muy completa.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me gusta porque es fácil de entender;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta los momentos estoy satisfecha;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;POR EL MOMENTO SI.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso. lo mejor es que está en español;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;so good;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento me parece que esta cumpliendo con mis espectativas.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;De momento me encanta;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Se entienden los ejemplos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Estoy adquiriendo nuevo conocimiento;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Tenía la confusión entre ambas  pensaba que eran lo mismo  este vídeo me aclaró mucho;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy dinámico  comprendí todo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Da respuesta a lo esperado;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento esta bueno;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Fue buena elección  porque empieza desde cero. Y los videos son muy ilustrativos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;sin duda  muy completo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento bastante bien explicado;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahorita me ha gustado mucho;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy explicativo;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;MUY BIEN EXPLICADO EN UN TEMA QUE ES SUMAMENTE COMPLEJO;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelentes ejemplos  muy bien explicado todo hasta el momento;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El mejor curso de Data Science que encontre hasta ahora.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen comienzo  la explicación es clara y concisa;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Porque va bien explicado;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente  solo me gustaria saber por que aparentemente no hay nada sobre R y SQL;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy claro hasta el momento. No le doy 5 estrellas pues la pregunta de evaluación me pareció engañosa. Por la forma en que estaba redactada la pregunta me pareció que todas las respuestas eran correctas.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Ha sido una buena experiencia hasta el momento;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahorita es poco pero va bien .;Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;No puedo proyectar el curso en mi tv;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buenisimo el curso;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy buena explicacion de manera muy didactica;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta le momento parece que la información parece buena y clara . Solo cuidaría la redacción en los vídeos.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;muy bien explicado y buenos ejemplos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy sencillo entrar;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  complementa los temas ya aprendidos y aclara algunos términos usados;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Super  muy claro  al grano.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;este cueros es muy bueno y apesar que estoy comenzado estoy aprendiendo mucho;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy pronto para definir.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora muy bien explicado!;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;esta muy claro;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;interactivo y va incorporando la estadistica poco a poco.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Cumplió mis expectativas  también me superó intelectuamente.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento es muy clara y concisa la informacion.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Como se aborda el tema es muy comprensible.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Gracias;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si. Fue una buena elección;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;la manera de explicar parece que no fuera a profesionales  sino a niños pequeños;Calificación: 2 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy Buena hasta hora!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Tengo mucho interés por aprender y me parece que las explicaciones son simples  intuitivas y comprensibles.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Cumple ampliamente expectativa;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Los vídeos están curradísimos  son cortos y con la explicación clara  estoy muy contenta con lo que voy aprendiendo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Material muy bien desarrollado y muy bien explicado para aquellos que no han tenido mucha interacción con este tema.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El tono de voz en un poco infantil;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy buena;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;h;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Hay diferencias entre los terminos que describe y los que salen publicados en el video.;Calificación: 1 0 de 5
Entrenamiento completo en Data Science con Python 2021;zip;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;parece que si;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece didáctico hasta ahora;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora la información proporcionada es precisa y concisa  de tal manera que resulta fácil de comprender y asimilar el conocimiento de este nivel  el que proporciona el piso necesario para los conocimientos más complejos que vendrán más adelante.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora va súper  muy didáctico.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Sí  el curso es muy bueno hasta este punto;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;porque esta excelente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente elección;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;HASTA AHORA SI;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;lo explica bien;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Es bueno y tuve buena elección al elegir el curso  sin embargo  creo que le hace falta enriquecerlo con fuentes de información (pdf's o link de consulta?;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;HASTA EL MOMENTO HA SIDO MUY DIDÁCTICO;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Very useful;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Genial;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;yes;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy bien de momento;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Va un poco rápido;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  vamos a ver como continua.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;porque necesito avanzar mas en el curso para calificar.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Fácil de entender  muy buena elección.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Contenido mut básico;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;Todavía no lo sé.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;CLARA;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;es muy claro;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Ha sido muy claro y completo hasta ahorita...;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente! justo lo que buscaba.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;recién lo empiezo fácil de comprender y interactivo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta ahora todo bien;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Esta en español y es muy sencillo de entender hasta el momento.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;buena;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Si sencillo pero con mucho aporte;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente!!! muy bien explicado. Felicitaciones!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Términos y explicaciones fácilmente comprensibles;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;fue muy buena elección.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy facil de comprender y de avanzar en terminos y conceptos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy claro.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Sí  apenas estoy comenzando  pero hasta el momento me agrada.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;buena información;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;excelentes videos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy bueno;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;mas o menos;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Por ahora es claro y atractivo;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente la explicación del los términos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Amazing course. I'm economist and this course has taught me a lot to improve my knowledge in econometrics.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy profesional;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;excelente explicando  muy detallada la información;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente  pero me falto el tema de series de tiempo  si tienen algún curso similar comenten;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy claro;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me encanta que sea muy exactos en la forma de explicar  lo entiendo perfecto con los videos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;SI. hasta el momento estoy impresionado por la claridad de los conceptos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy dura la parte estadística  pero bien. De eso se trata tener bases.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Sí!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Sí;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento me parece que utilizan muy buena didactica en el curso.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Fue una buena elección  creo que he aprendido bastante;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;lenguaje bastante fácil de comprender;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta el momento muy claro y preciso;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buen bueno hasta ahora  ayuda a cualquiera a entender lo que en realidad es la ciencia de datos y todo lo que debemos tomar en cuenta.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece que es un excelente curso. El material es muy gráfico y las explicaciones muy claras. Estoy totalmente satisfecho por haberlo adquirido.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;De momento me está gustando;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;se ve ameno y didáctico.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente  simple  claro y completo!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy lento explicacion muy exagerada;Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;Los contenidos están muy bien explicados. Lo recomiendo hasta el momento.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;bueno;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy claras las explicaciones  informacion muy util.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buena explicación unida de imágenes explícitas y fácil de entender.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es bastante clara la información presentada y sobre todo la estructura de la infografía.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece que está muy completo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente definicion y junto al video dejan muy claro las diferencias de los conceptos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  al momento me parece comprensible. Me parece que en la explicación de Análisis y Analítica nombraron indistintamente Análisis y analítica porque en el audio mencionaban analítica y en la imagen decía análisis.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  hasta el momento estoy satisfecho.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece muy buen curso  hasta ahora la información y explicaciones han sido claras y fáciles de entender!;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;excelente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;preciso y muy claro. sin adornos que abrumen. ejemplos claros;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta vamos bien;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;La explicación entre análisis y analítica me fue muy práctica  debido a que usaba los términos como si fuera uno mismo.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Información presentada en forma clara  recomendable;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me parecen que abordan de una manera más simple  lo complejo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Son muy claras las explicaciones :);Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy bien explicado;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Apenanas comienza. Pero me gusta la claridad de la explicación;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;por ahora venimos bien;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Vamos bien  entendiendo todo!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente aclaración sobre conceptos que parecerían obvio en su significado.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy bien explicado todo desde el principio partiendo desde la teoría.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si  es una buena elección.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;los video estas bien explicados;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy acertada elección;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento todo va bien. Parten desde lo más básico  que es algo que a mí me interesa mucho.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Porque hasta el momento es muy claro y ordenado;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora  muy didacto y simple. Adaptado para alguien que empieza desde cero.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora sí es buena elección.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy interesante el curso y aprendi mucho  solo me quede con un sabor amargo en el último ejercicio de negocios práctico. Pues ya llegamos a un modelo muy óptimo pero aun no me indican como ponerlo en producción...? y pronosticar nuevos casos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy entendible.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Sí  ampliar mis conocimientos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;es bastante claro ;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;De momento  muy bien. Los dibujos animados hacen bastante más interactivo que el curso que una simple presentación.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Fue una buena compra pero por favor corregir las traducciones de las diapositivas  encontré varios errores.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Super excelente  para los que trabajamos en datos  este curso es que fundamental aprender a analizar mas sobre los datos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El hecho de que los creadores no contesten a las preguntas deja qué desear. Sin embargo el temario y la calidad de los videos fue bastante bueno. Gracias!;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Didáctico y fácil de entender.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;LOS TEMAS QUE SE HAN ABORDADO HASTA AHORA HAN SIDO MUY BIEN EXPLICADOS. MUY BUEN MATERIAL DE APOYO;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;es buena la edación y explicación. Los conceptos claros y precisos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buena explicación  sencilla y adecuada para principiantes.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;He logrado entender de manera clara  conceptos y técnicas de aprendizaje.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me ha gustado mucho el material y la metodología del curso  he aprendido muchísimo  el fallo principal esta en la falta de realimentación por parte del instructor a las consultas hechas.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Uno de los mejores cursos en lo que he invertido... Excelente!! Muchas Gracias;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Esta muy bien explicado;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Realmente no tenía expectativas solidas sobre el curso  pero me está gustando.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Increíble la metodología de pedagogía;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente forma de transmitir los temas  en ocasiones es un poco tedioso la teoría estadística;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Sí   buena forma de explicar y ejemplos de la vida real.;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Es completo pero poco práctico y el profesor habla muy rápido;Calificación: 3 0 de 5
Machine Learning y Ciencia de Datos con Python;Avanza rápido y se entiende todo hasta ahora;Calificación: 4 5 de 5
Machine Learning y Ciencia de Datos con Python;Excelente curso  el instructor presenta los contenidos de una forma clara y precisa. Altamente recomendado;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Es el mejor explicando   me gustaria tomar otros cursos de el. Excelente   Teacher!;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Me ha gustado mucho el curso. La parte excelente es tener los códigos y los dataset para practicar lo que dice el video. La primera parte en mi caso  la he saltado porque tengo conocimientos de python. Me gusta las explicaciones cortas de 1 minuto pero al grano.;Calificación: 4 5 de 5
Machine Learning y Ciencia de Datos con Python;El curso no se encuentra actualizado  por lo que cambia la sintaxis al momento de programar y es motivo de una investigación extra y no entenderlo claramente el motivo del cambio y para que sirve cada linea de código;Calificación: 1 0 de 5
Machine Learning y Ciencia de Datos con Python;Me hubiera gustado que explicaras con mas detalle los videos y el uso de cada función para utilizarlas .;Calificación: 3 0 de 5
Machine Learning y Ciencia de Datos con Python;Supuestamente es para prinicipiante  pero por momenot va muy acelerado con las explicaciones y a veces no usa buenos ejemplos aclaratorios. Seguramente no lo recomendaría;Calificación: 2 5 de 5
Machine Learning y Ciencia de Datos con Python;La explicación es buena  hasta que llega el momento de entrar a la preparación de los datos para Machine Learning. El contenido está desactualizado  esto es  parte del código que se presenta en los vídeos es obsoleto o siempre marca errores. Para solucionar mis problemas tuve que acceder a otros sitios y tratar de resolverlos por mi cuenta.;Calificación: 2 0 de 5
Machine Learning y Ciencia de Datos con Python;Excelente explicaci[on!;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Muy buena elección  es bastante claro el curso hasta el momento.;Calificación: 4 0 de 5
Machine Learning y Ciencia de Datos con Python;Muy buen curso  las clases están bien explicadas;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Es bueno pero creo que no es recomendable para un principiante;Calificación: 3 5 de 5
Machine Learning y Ciencia de Datos con Python;Es un buen curso  muy practico;Calificación: 4 0 de 5
Machine Learning y Ciencia de Datos con Python;Buen curso  aunque algunos ejercicios no se pueden completar por cambios de visionario que no son explicados ni se plantean alternativas para resolverlo  en el caso de los cambios de versión  se plantea hacerlo como se indica en el vídeo pero no se especifica que versiones de plug-in se usan para poder seguir el ejemplo;Calificación: 2 5 de 5
Machine Learning y Ciencia de Datos con Python;Curso concreto  Excelente!!;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Excelente... Gracias  Aprendí mucho;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;excelente!;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Al momento todo está bien explicado;Calificación: 5 0 de 5
Machine Learning y Ciencia de Datos con Python;Fomenta el aprendizaje autodidacta  además de proporcionar papers científicos con los detalles y links donde obtener información extra.;Calificación: 4 0 de 5
Machine Learning y Ciencia de Datos con Python;Muy bueno hasta el momento;Calificación: 5 0 de 5
